id,speed
0,47.63150946725979
1,47.248962618447756
2,38.14182508279666
3,28.459547709274464
4,36.89912019560881
5,26.194480494631943
6,19.65012145343275
7,48.97672392600138
8,47.85035159055108
9,32.39385209142255
10,29.83530041586051
11,22.485842571786993
12,22.1740628477448
13,21.505235445025118
14,25.172002853871668
15,39.70027644972768
16,43.171625746341064
17,46.4807967847986
18,48.382204815773
19,48.31403912027193
20,46.767028939056615
21,43.987500520582394
22,21.48421614771178
23,27.84016810791084
24,26.612449758371188
25,21.329143642366017
26,21.017363918323824
27,20.16020205555176
28,16.98701719998005
29,14.092821500369098
30,24.425615506642472
31,45.922743897621785
32,48.9843446226655
33,30.23496219656735
34,26.11224229895635
35,24.884523949416696
36,20.63396745755
37,21.326126879501334
38,45.459603398811474
39,40.244807603201416
40,43.497509023804774
41,48.356549785013556
42,48.76949277324346
43,43.94092182465061
44,19.860841092812986
45,19.185996375149987
46,18.559355890516873
47,11.428464220011005
48,44.607477258734505
49,47.76003350039734
50,47.709833633333346
51,25.795127948869826
52,22.93038390335843
53,18.961132371512242
54,18.157376779480884
55,18.518124023450333
56,15.656779244777063
57,16.248625502262225
58,29.644233167803872
59,34.27008292196299
60,41.96879613079728
61,39.36590678472447
62,40.00262727988548
63,40.837747979808704
64,43.61980217171052
65,47.31577309138812
66,47.16746055859734
67,45.924305657467734
68,43.002012127150714
69,27.286850607447295
70,24.468882812929362
71,23.024486153806368
72,18.453883451974935
73,19.288554834284874
74,17.74214316654834
75,10.56997627357943
76,43.950763696543504
77,40.6414157172961
78,43.59853280164174
79,48.340990340751645
80,14.462318143382971
81,17.608365762016295
82,23.83098128918464
83,17.69545412867224
84,16.498899263780427
85,12.541384039299786
86,20.66950570575086
87,35.91449897871076
88,44.398381653585105
89,40.501707907638014
90,48.85548931787312
91,47.98426992806327
92,47.13004873024224
93,46.554148952535094
94,27.13538149441865
95,14.293765943429502
96,23.109104460172464
97,11.900186134970575
98,9.370907931505135
99,20.268239414274994
100,39.40203055083646
101,47.73881682603901
102,14.370863646262267
103,16.96608451371942
104,15.710388196335014
105,43.164507589770835
106,36.73793076931494
107,48.38182514712077
108,43.33817512608856
109,17.07380912190049
110,10.55014692649188
111,9.424432357585063
112,19.894795570827164
113,32.733932307684
114,34.35110884103975
115,48.56366458090812
116,48.479887752213834
117,39.589571379341876
118,20.521494259745563
119,18.87736693348037
120,18.77142004517127
121,16.484941053668678
122,30.39553814809621
123,46.79216159567285
124,46.65832545416225
125,41.730318691919884
126,38.44309614167468
127,36.195234803404915
128,41.00666615618523
129,35.56595501503854
130,47.98745229046793
131,47.016963665081484
132,46.30891368697013
133,23.851870890117517
134,19.77440804266602
135,18.916672505979076
136,37.45739447958048
137,45.62378618052882
138,48.425551504550086
139,46.82192903245385
140,46.102618884254106
141,43.28591473618206
142,27.382915032493113
143,14.991333862935956
144,20.030323790080104
145,18.48491733523943
146,17.540363198712214
147,48.162414599347024
148,48.72797950153027
149,47.24156819917896
150,47.002538913899386
151,17.974974763520688
152,18.809646145830627
153,16.98320540677471
154,9.538412529361006
155,20.732608692139
156,36.24826752826892
157,44.922320744181235
158,39.84596220085915
159,43.99377484176045
160,48.462278404452476
161,49.02784330663573
162,48.2467640146434
163,47.265654034709584
164,43.51129041248148
165,27.3886233294524
166,14.90385978445473
167,18.81244364397402
168,17.045781900595703
169,16.986002904918106
170,11.754808898301974
171,9.906759193315898
172,44.1066584334084
173,48.36549348724486
174,43.91486061363921
175,27.436506178963622
176,21.341516591724535
177,17.43278187149847
178,17.781135357345878
179,9.333687390051397
180,42.66637652501
181,48.604300655775084
182,49.058253625863074
183,48.48301755873316
184,39.621768083013556
185,17.98007671443148
186,15.47667955243191
187,36.07223994649687
188,28.452359761322278
189,47.9077847471027
190,43.246607171299246
191,42.64637417185584
192,36.30581907090693
193,35.47496026162352
194,33.06453659484899
195,32.692689751694196
196,32.77399515965904
197,38.84228884031593
198,34.17524645992346
199,48.28373386015386
200,47.49659251729353
201,28.918070962989347
202,24.571501355364585
203,18.69547197106751
204,17.520339966849896
205,17.298263251322876
206,35.493808839792116
207,37.890035042168165
208,48.03356775777369
209,48.48109041450972
210,47.3583128305279
211,46.345906621616024
212,28.38755690630598
213,14.85414562333277
214,23.692127665157578
215,22.392145171747426
216,15.880115815694314
217,20.24418425204862
218,43.025023084763724
219,47.628791043860225
220,46.62408040720959
221,44.11779322726111
222,28.38755690630598
223,17.657099727356467
224,9.525712982487242
225,20.111708137600118
226,42.0249196495506
227,48.92856502485293
228,19.92316796142965
229,24.592624469476856
230,18.638458527246737
231,17.814099873158728
232,40.58264551352824
233,48.976616690739384
234,47.63022825060271
235,20.555081116046484
236,27.107221482760878
237,21.03862129230873
238,21.787113734489928
239,41.378368237964345
240,32.34098981040772
241,35.01342676954114
242,48.75834602647449
243,49.11552808672003
244,48.66176885747181
245,48.92210973902172
246,28.36520266727597
247,24.77581391167779
248,23.711838133267026
249,24.43340431145038
250,22.0781434194624
251,33.808139838110186
252,41.444228413361905
253,31.519278652237592
254,32.35424087156662
255,46.78384171081784
256,46.729162935002385
257,45.858871806818435
258,43.41800044885778
259,40.7435354904758
260,39.610581535115564
261,37.80675451593504
262,37.92825452296504
263,42.71144484470914
264,31.7448792040589
265,41.01790166832121
266,48.19963081434716
267,44.96888130138774
268,20.347260409446392
269,21.06201652456955
270,19.786616932184902
271,19.936409549066298
272,19.397875571241148
273,14.791592009635462
274,45.248638200898384
275,47.68882382427232
276,48.1104036482757
277,47.46761122333679
278,30.447760274356867
279,19.200752619633786
280,22.386675472734083
281,27.595071551183946
282,24.702986408257242
283,21.145314292266644
284,16.539030730660944
285,15.008000520882813
286,48.13869603389448
287,48.37970361062122
288,18.03782251806527
289,22.77211273874794
290,19.90954204110079
291,15.37889656510489
292,13.493896295654032
293,24.828161779329008
294,45.180370353311105
295,49.08408837840212
296,47.36753658034921
297,34.49989321169882
298,23.280283153295137
299,30.515224584145663
300,25.420392179937288
301,23.176802167885796
302,26.44153500455389
303,45.75129803337423
304,44.388010447358276
305,48.846889324410206
306,48.182244952268455
307,48.59753877998537
308,45.06427313520119
309,33.452291688986946
310,22.575697436353185
311,14.532883347545262
312,44.074482900762355
313,38.245999903585215
314,40.28294709883732
315,48.45934521344169
316,46.792052756790014
317,39.77610984943933
318,36.68351666598664
319,36.68662991918643
320,44.5592714603721
321,46.7016086494981
322,46.680907295431794
323,46.36988737834542
324,46.70444902561
325,46.21772842386589
326,45.83153545709327
327,43.68633067985298
328,42.85922757008716
329,40.62267960160046
330,40.7039850095653
331,43.44333791604977
332,43.947525474124184
333,38.675209323863385
334,37.085020949581924
335,45.354656907247794
336,47.15702352610296
337,46.660920153605836
338,18.555772823038968
339,21.422514439829715
340,22.49321477063542
341,25.92666525853152
342,45.03842966096635
343,45.2739830936642
344,48.78399975725235
345,48.233842185647624
346,47.47658432728741
347,20.107216119820283
348,41.08562919041205
349,49.08363074755879
350,48.40134816729069
351,47.59392525119509
352,30.854201663330688
353,17.06163619108832
354,26.171953019125013
355,19.997895568774023
356,19.097676856277538
357,23.909681584717553
358,37.95993371932745
359,45.22684903740019
360,45.47354970163963
361,49.003128909857956
362,16.75466572238712
363,25.821039077340586
364,19.646981626989596
365,18.74676291449311
366,14.04348161114708
367,22.69513025609454
368,43.81857437873227
369,49.11285087536032
370,48.3919273064472
371,47.59429601434006
372,47.06609089300408
373,19.951138385970832
374,20.535520820314005
375,12.252710850876847
376,22.232456299484596
377,35.14932458645004
378,37.746322175943085
379,48.86646198099035
380,30.28247829883035
381,21.00017975129805
382,18.376227327021304
383,33.11708566224642
384,47.66011336909486
385,47.67749139561066
386,46.831958613260284
387,45.86973487347301
388,44.25626681642338
389,38.629180761952625
390,36.56051683396868
391,37.24368847095581
392,48.0384121296502
393,47.94804803456873
394,46.50690454052137
395,17.6851356644445
396,20.18174077763591
397,27.828500760296183
398,25.3253584801172
399,19.43787221659548
400,14.442847294046032
401,37.87809290073764
402,40.92812230488952
403,48.313983415477914
404,46.605688461023064
405,44.37636992444843
406,30.24043973625326
407,19.579006018450563
408,21.329788368908353
409,19.17215556090955
410,18.271936848413066
411,12.336706578750626
412,44.56896977377064
413,40.19731819295931
414,44.71444060508062
415,48.72035968175822
416,47.943195825544535
417,47.519914378489375
418,47.03365698226132
419,30.38154257983935
420,18.900315764806255
421,12.535985104471113
422,44.97674766489855
423,40.37357777873923
424,49.47457447462806
425,49.7155820513548
426,45.774883938746726
427,27.782912357143303
428,22.14648235644007
429,39.36502873527792
430,43.17407269514954
431,49.11540461190889
432,47.8641567793285
433,45.2885380038131
434,17.933309411250157
435,25.768401308618632
436,22.02050762195135
437,19.29785892020521
438,49.0004030616101
439,48.90382589260742
440,49.17352670091982
441,29.929934322341893
442,23.857995311633523
443,22.682669748320794
444,20.23198725788765
445,31.9058743534877
446,34.16142714159697
447,35.0821975535464
448,46.73033675116956
449,46.086790799826026
450,43.841206460898256
451,42.88153486619139
452,42.25030091071636
453,42.29752758147312
454,42.64367551295555
455,40.86008306413062
456,40.71894948225327
457,43.679736864552595
458,49.30660535337572
459,49.186366075438166
460,31.878728587745
461,23.89082712471501
462,24.961527455520713
463,23.182459516934287
464,25.665083544929352
465,39.81730247602441
466,48.248796978816145
467,48.67973672958202
468,47.32085261105286
469,45.211217429328116
470,18.029763023913386
471,21.522530491622295
472,22.674525038366344
473,20.321177103991044
474,15.714893542385338
475,23.58431071101478
476,47.62066095374054
477,44.76402234029378
478,29.841382394608228
479,22.500739030156524
480,21.291192933153038
481,20.083260665303957
482,23.230261495817913
483,48.63262030811666
484,47.32738144764123
485,46.79917632630525
486,29.412317662603822
487,29.018162739494464
488,21.67751937504276
489,14.790699464829485
490,13.238243771669078
491,38.019025635975176
492,43.331802179515925
493,48.75835475152167
494,48.50010680100036
495,47.43906204602995
496,20.468104569335154
497,26.59467917436019
498,39.77207094335417
499,48.600322098807155
500,48.503744929804476
501,48.62801094451847
502,48.11321055642154
503,47.23398074655989
504,27.517975650137846
505,28.18859176977508
506,23.297931779857784
507,22.24428788819762
508,22.1445780720869
509,41.95813912847306
510,46.8333704641414
511,46.87538443084341
512,46.08307091789527
513,45.79900161095057
514,45.82303477726289
515,43.368580025235524
516,42.57984422467092
517,42.35173636376339
518,47.35034266116001
519,46.49012302580335
520,19.692112321932214
521,23.887739454472314
522,18.797915096315407
523,18.599461861042926
524,13.419006146718615
525,44.817478901315525
526,48.031088624828506
527,48.27209620155524
528,46.96037857256908
529,27.7852240416779
530,18.74106116584751
531,20.44290614024014
532,18.134405051895545
533,14.58995538123892
534,13.039611412502683
535,46.64961471341032
536,27.633382900439027
537,18.15077655860972
538,17.733033133589487
539,18.265081737938363
540,13.730428427957907
541,11.936863019465564
542,44.94420670686523
543,44.506372056738556
544,47.94712887420321
545,44.92719623042729
546,17.397092012405732
547,21.202606146474267
548,21.52693468788208
549,20.80784565967694
550,17.313673925339764
551,39.929543672469535
552,43.8572249318514
553,47.95120380492127
554,47.62513405882549
555,44.255500561615605
556,30.157882558395762
557,18.50069747619768
558,22.755279848959084
559,22.613751180687117
560,19.539222323929067
561,19.57247172721719
562,18.870669235440644
563,18.136014529347218
564,15.174254188981532
565,13.39404700349717
566,44.15659430592105
567,37.68938065870245
568,40.08533825755741
569,48.93690218648844
570,48.37221752737237
571,32.37360081647037
572,41.83095873954129
573,47.264032551331645
574,47.19029169070999
575,47.3777404510104
576,46.84183291041656
577,43.94350227139336
578,41.78082653814947
579,44.73501489566947
580,44.79731727227373
581,37.342604050315295
582,48.10022553602915
583,48.00986144094768
584,17.48746489180762
585,19.114789525690483
586,24.463908962569796
587,23.663855118907584
588,20.39901452378332
589,19.230880247839846
590,19.675707383710108
591,19.30510370985513
592,46.20049928155226
593,48.204112582422596
594,48.44512015914933
595,46.58966871487355
596,44.64532799163915
597,28.292784231689055
598,23.398670066702227
599,18.316043776061946
600,12.94729418125011
601,47.69200076928591
602,47.17004653852665
603,44.67094618835724
604,15.26118089680168
605,19.83763653668379
606,39.2384628455924
607,41.614610771747046
608,48.37328294068433
609,48.61429051741107
610,47.68625918228817
611,47.08859610690245
612,44.5398161488043
613,17.794825452845114
614,23.441687695160986
615,19.422692635309325
616,17.76508037473533
617,18.297128979084206
618,13.564547814090492
619,21.52244457866327
620,43.11412140309993
621,48.776775936129205
622,48.274150367853366
623,47.17322196054352
624,44.62275623195019
625,28.177778551956195
626,18.801961239911854
627,17.452150575812983
628,17.899025460044403
629,12.052360958961504
630,21.510601674111896
631,48.79661531436286
632,47.37965570571893
633,46.49175549084494
634,40.37896524913195
635,25.475609918957993
636,21.790436386362273
637,47.537360073393074
638,47.63980971912807
639,46.697947063614734
640,42.143163538202536
641,41.55727821448916
642,41.81047226776817
643,39.85260489179854
644,37.636018114661994
645,39.09270656502953
646,36.48341956034092
647,47.79510617927703
648,47.70474208419556
649,46.926332829620556
650,44.28212487527103
651,18.30744355196791
652,18.752270687838173
653,12.988112508204757
654,22.613607044615648
655,47.82592601453587
656,48.066933591262604
657,47.55135496688732
658,46.747298826801675
659,46.11763106008102
660,43.96296892616929
661,17.858106053516273
662,23.83026581392623
663,18.917151648506568
664,19.24148018991438
665,18.22138996823897
666,17.36241225741367
667,12.247406634329277
668,44.88139645831757
669,40.70041276765125
670,45.39659204853147
671,46.89749314551505
672,44.08629083192517
673,21.829312399923015
674,17.766240343461924
675,34.76770291312641
676,48.77362669469075
677,48.37699797031454
678,46.89583137804591
679,15.002367894607344
680,22.526878745588654
681,18.788135230535374
682,18.016596528316157
683,17.2208132946815
684,44.08301608692437
685,48.182828873072154
686,47.800479930205
687,47.06580522973104
688,44.592991365879705
689,27.98721656212082
690,17.449238412706993
691,21.95342102706005
692,17.753449520295668
693,16.40805130708768
694,48.750478893961876
695,48.296719664713656
696,40.128581740405444
697,27.042179546583657
698,26.15630265955913
699,21.48236713226962
700,19.47178585587475
701,18.57931335969342
702,41.060513711290575
703,45.30775749405258
704,47.29192755916466
705,47.4460030379353
